,res,ind,com,rest
5130000,3681,368,535,19
5133600,3641,368,573,21
5137200,3628,368,586,21
5140800,3625,368,589,21
5144400,3619,368,595,21
5148000,3730,303,551,19
5151600,3816,303,469,15
5155200,3978,303,311,11
5158800,4300,303,0,0
5162400,4300,303,0,0
5166000,4300,303,0,0
5169600,4300,303,0,0
5173200,4300,303,0,0
5176800,4226,377,0,0
5180400,4226,377,0,0
5184000,4226,377,0,0
5187600,4226,377,0,0
5191200,4226,377,0,0
5194800,4226,377,0,0
5198400,4226,377,0,0
5202000,4125,377,99,2
5205600,4076,344,179,4
5209200,3932,344,321,6
5212800,3801,344,449,9
5216400,3695,344,548,16
5220000,3648,344,593,18
5223600,3637,344,604,18
5227200,3636,344,605,18
5230800,3636,344,605,18
5234400,3716,310,561,16
5238000,3802,310,476,15
5241600,3964,310,320,9
5245200,4293,310,0,0
5248800,4293,310,0,0
5252400,4293,310,0,0
5256000,4293,310,0,0
5259600,4293,310,0,0
5263200,4231,372,0,0
5266800,4231,372,0,0
5270400,4231,372,0,0
5274000,4231,372,0,0
5277600,4231,372,0,0
5281200,4231,372,0,0
5284800,4231,372,0,0
5288400,4123,372,106,2
5292000,4072,342,184,5
5295600,3953,342,298,10
5299200,3815,342,430,16
5302800,3726,342,518,17
5306400,3687,342,555,19
5310000,3676,342,566,19
5313600,3676,342,566,19
5317200,3672,342,570,19
5320800,3770,290,524,19
5324400,3856,290,439,18
5328000,4018,290,284,11
5331600,4313,290,0,0
5335200,4313,290,0,0
5338800,4313,290,0,0
5342400,4313,290,0,0
5346000,4313,290,0,0
5349600,4236,367,0,0
5353200,4236,367,0,0
5356800,4236,367,0,0
5360400,4236,367,0,0
5364000,4236,367,0,0
5367600,4236,367,0,0
5371200,4236,367,0,0
5374800,4131,367,101,4
5378400,4068,333,194,8
5382000,3931,333,324,15
5385600,3798,333,451,21
5389200,3710,333,531,29
5392800,3672,333,567,31
5396400,3663,333,576,31
5400000,3663,333,576,31
5403600,3660,333,577,33
5407200,3743,296,533,31
5410800,3829,296,449,29
5414400,3991,296,299,17
5418000,4307,296,0,0
5421600,4307,296,0,0
5425200,4307,296,0,0
5428800,4307,296,0,0
5432400,4307,296,0,0
5436000,4271,332,0,0
5439600,4271,332,0,0
5443200,4271,332,0,0
5446800,4271,332,0,0
5450400,4271,332,0,0
5454000,4271,332,0,0
5457600,4271,332,0,0
5461200,4160,332,108,3
5464800,4072,333,193,5
5468400,3934,333,327,9
5472000,3811,333,444,15
5475600,3717,333,535,18
5479200,3681,333,570,19
5482800,3668,333,581,21
5486400,3667,333,582,21
5490000,3663,333,586,21
5493600,3756,286,542,19
5497200,3842,286,459,16
5500800,4004,286,301,12
5504400,4317,286,0,0
5508000,4317,286,0,0
5511600,4317,286,0,0
5515200,4317,286,0,0
5518800,4317,286,0,0
5522400,4245,358,0,0
5526000,4245,358,0,0
5529600,4245,358,0,0
5533200,4245,358,0,0
5536800,4245,358,0,0
5540400,4245,358,0,0
5544000,4245,358,0,0
5547600,4141,358,101,3
5551200,4081,325,188,9
5554800,3953,325,312,13
5558400,3847,325,415,16
5562000,3751,325,505,22
5565600,3716,325,536,26
5569200,3703,325,549,26
5572800,3703,325,549,26
5576400,3700,325,552,26
5580000,3801,270,510,22
5583600,3887,270,429,17
5587200,4049,270,271,13
5590800,4333,270,0,0
5594400,4333,270,0,0
5598000,4333,270,0,0
5601600,4333,270,0,0
5605200,4333,270,0,0
5608800,4249,354,0,0
5612400,4249,354,0,0
5616000,4249,354,0,0
5619600,4249,354,0,0
5623200,4249,354,0,0
5626800,4249,354,0,0
5630400,4249,354,0,0
5634000,4139,354,106,4
5637600,4097,317,182,7
5641200,3964,317,307,15
5644800,3824,317,440,22
5648400,3736,317,525,25
5652000,3703,317,556,27
5655600,3695,317,563,28
5659200,3694,317,564,28
5662800,3693,317,565,28
5666400,3804,252,520,27
5670000,3890,252,438,23
5673600,4052,252,282,17
5677200,4351,252,0,0
5680800,4351,252,0,0
5684400,4351,252,0,0
5688000,4351,252,0,0
5691600,4351,252,0,0
5695200,4231,372,0,0
5698800,4231,372,0,0
5702400,4231,372,0,0
5706000,4231,372,0,0
5709600,4231,372,0,0
5713200,4231,372,0,0
5716800,4231,372,0,0
5720400,4125,372,101,5
5724000,4106,311,181,5
5727600,3981,311,299,12
5731200,3862,311,413,17
5734800,3777,311,494,21
5738400,3742,311,528,22
5742000,3726,311,542,24
5745600,3725,311,543,24
5749200,3723,311,545,24
5752800,3817,263,502,21
5756400,3903,263,421,16
5760000,4065,263,262,13
5763600,4340,263,0,0
5767200,4340,263,0,0
5770800,4340,263,0,0
5774400,4340,263,0,0
5778000,4340,263,0,0
5781600,4254,349,0,0
5785200,4254,349,0,0
5788800,4254,349,0,0
5792400,4254,349,0,0
5796000,4254,349,0,0
5799600,4254,349,0,0
5803200,4254,349,0,0
5806800,4169,349,81,4
5810400,4109,319,167,8
5814000,3955,319,316,13
5817600,3829,319,434,21
5821200,3741,319,518,25
5824800,3713,319,544,27
5828400,3700,319,557,27
5832000,3699,319,558,27
5835600,3697,319,560,27
5839200,3798,264,519,22
5842800,3884,264,434,21
5846400,4046,264,283,10
5850000,4339,264,0,0
5853600,4339,264,0,0
5857200,4339,264,0,0
5860800,4339,264,0,0
5864400,4339,264,0,0
5868000,4234,369,0,0
5871600,4234,369,0,0
5875200,4234,369,0,0
5878800,4234,369,0,0
5882400,4234,369,0,0
5886000,4234,369,0,0
5889600,4234,369,0,0
5893200,4138,369,95,1
5896800,4102,323,172,6
5900400,3955,323,309,16
5904000,3845,323,413,22
5907600,3763,323,494,23
5911200,3732,323,524,24
5914800,3727,323,529,24
5918400,3725,323,531,24
5922000,3721,323,535,24
5925600,3831,259,491,22
5929200,3917,259,411,16
5932800,4079,259,254,11
5936400,4344,259,0,0
5940000,4344,259,0,0
5943600,4344,259,0,0
5947200,4344,259,0,0
5950800,4344,259,0,0
5954400,4280,323,0,0
5958000,4280,323,0,0
5961600,4280,323,0,0
5965200,4280,323,0,0
5968800,4280,323,0,0
5972400,4280,323,0,0
5976000,4280,323,0,0
5979600,4189,323,88,3
5983200,4126,289,180,8
5986800,4003,289,300,11
5990400,3895,289,402,17
5994000,3806,289,486,22
5997600,3775,289,514,25
6001200,3762,289,527,25
6004800,3761,289,528,25
6008400,3760,289,529,25
6012000,3849,246,485,23
6015600,3935,246,401,21
6019200,4097,246,250,10
6022800,4357,246,0,0
6026400,4357,246,0,0
6030000,4357,246,0,0
6033600,4357,246,0,0
6037200,4357,246,0,0
6040800,4288,315,0,0
6044400,4288,315,0,0
6048000,4288,315,0,0
6051600,4288,315,0,0
6055200,4288,315,0,0
6058800,4288,315,0,0
6062400,4288,315,0,0
6066000,4194,315,90,4
6069600,4135,293,169,6
6073200,4016,293,285,9
6076800,3920,293,375,15
6080400,3836,293,457,17
6084000,3801,293,492,17
6087600,3791,293,502,17
6091200,3791,293,502,17
6094800,3790,293,503,17
6098400,3854,275,460,14
6102000,3940,275,374,14
6105600,4102,275,222,4
6109200,4328,275,0,0
6112800,4328,275,0,0
6116400,4328,275,0,0
6120000,4328,275,0,0
6123600,4328,275,0,0
6127200,4274,329,0,0
6130800,4274,329,0,0
6134400,4274,329,0,0
6138000,4274,329,0,0
6141600,4274,329,0,0
6145200,4274,329,0,0
6148800,4274,329,0,0
6152400,4176,329,98,0
6156000,4137,299,163,4
6159600,4015,299,279,10
6163200,3914,299,375,15
6166800,3823,299,462,19
6170400,3786,299,498,20
6174000,3772,299,511,21
6177600,3771,299,512,21
6181200,3768,299,515,21
6184800,3861,252,471,19
6188400,3947,252,389,15
6192000,4109,252,234,8
6195600,4351,252,0,0
6199200,4351,252,0,0
6202800,4351,252,0,0
6206400,4351,252,0,0
6210000,4351,252,0,0
6213600,4276,327,0,0
6217200,4276,327,0,0
6220800,4275,327,0,0
6224400,4275,327,0,0
6228000,4275,327,0,0
6231600,4275,327,0,0
6235200,4275,327,0,0
6238800,4181,327,92,2
6242400,4108,322,164,8
6246000,3972,322,296,12
6249600,3862,322,395,23
6253200,3775,322,480,25
6256800,3739,322,515,26
6260400,3731,322,523,26
6264000,3731,322,523,26
6267600,3731,322,523,26
6271200,3853,246,479,24
6274800,3939,246,399,18
6278400,4101,246,243,12
6282000,4356,246,0,0
6285600,4356,246,0,0
6289200,4356,246,0,0
6292800,4356,246,0,0
6296400,4356,246,0,0
6300000,4276,326,0,0
6303600,4276,326,0,0
6307200,4276,326,0,0
6310800,4276,326,0,0
6314400,4276,326,0,0
6318000,4276,326,0,0
6321600,4276,326,0,0
6325200,4182,326,91,3
6328800,4167,268,159,8
6332400,4041,268,283,10
6336000,3917,268,398,19
6339600,3821,268,490,23
6343200,3798,268,513,23
6346800,3786,268,525,23
6350400,3786,268,525,23
6354000,3785,268,526,23
6357600,3861,238,481,22
6361200,3947,238,401,16
6364800,4109,238,246,9
6368400,4364,238,0,0
6372000,4364,238,0,0
6375600,4364,238,0,0
6379200,4364,238,0,0
6382800,4364,238,0,0
6386400,4270,332,0,0
6390000,4270,332,0,0
6393600,4270,332,0,0
6397200,4270,332,0,0
6400800,4270,332,0,0
6404400,4270,332,0,0
6408000,4270,332,0,0
6411600,4179,332,88,3
6415200,4149,282,165,6
6418800,4024,282,283,13
6422400,3893,282,409,18
6426000,3810,282,490,20
6429600,3775,282,524,21
6433200,3759,282,540,21
6436800,3758,282,541,21
6440400,3756,282,543,21
6444000,3840,244,498,20
6447600,3926,244,416,16
6451200,4088,244,263,7
6454800,4358,244,0,0
6458400,4358,244,0,0
6462000,4358,244,0,0
6465600,4358,244,0,0
6469200,4358,244,0,0
6472800,4280,322,0,0
6476400,4280,322,0,0
6480000,4280,322,0,0
6483600,4280,322,0,0
6487200,4280,322,0,0
6490800,4280,322,0,0
6494400,4280,322,0,0
6498000,4181,322,93,6
6501600,4156,274,164,8
6505200,4023,274,293,12
6508800,3904,274,409,15
6512400,3819,274,492,17
6516000,3794,274,516,18
6519600,3780,274,529,19
6523200,3779,274,530,19
6526800,3778,274,531,19
6530400,3845,253,487,17
6534000,3931,253,404,14
6537600,4093,253,249,7
6541200,4349,253,0,0
6544800,4349,253,0,0
6548400,4349,253,0,0
6552000,4349,253,0,0
6555600,4349,253,0,0
6559200,4294,308,0,0
6562800,4294,308,0,0
6566400,4294,308,0,0
6570000,4294,308,0,0
6573600,4294,308,0,0
6577200,4294,308,0,0
6580800,4294,308,0,0
6584400,4197,308,95,2
6588000,4151,286,161,4
6591600,4021,286,286,9
6595200,3901,286,399,16
6598800,3817,286,479,20
6602400,3784,286,510,22
6606000,3771,286,523,22
6609600,3770,286,524,22
6613200,3769,286,525,22
6616800,3881,220,480,21
6620400,3967,220,402,13
6624000,4129,220,246,7
6627600,4382,220,0,0
6631200,4382,220,0,0
6634800,4382,220,0,0
6638400,4382,220,0,0
6642000,4382,220,0,0
6645600,4299,303,0,0
6649200,4299,303,0,0
6652800,4299,303,0,0
6656400,4299,303,0,0
6660000,4299,303,0,0
6663600,4299,303,0,0
6667200,4299,303,0,0
6670800,4216,303,77,6
6674400,4153,277,158,14
6678000,4024,277,285,16
6681600,3925,277,381,19
6685200,3833,277,467,25
6688800,3807,277,492,26
6692400,3792,277,507,26
6696000,3792,277,507,26
6699600,3790,277,509,26
6703200,3888,225,465,24
6706800,3974,225,384,19
6710400,4136,225,230,11
6714000,4377,225,0,0
6717600,4377,225,0,0
6721200,4377,225,0,0
6724800,4377,225,0,0
6728400,4377,225,0,0
6732000,4327,275,0,0
6735600,4327,275,0,0
6739200,4327,275,0,0
6742800,4327,275,0,0
6746400,4327,275,0,0
6750000,4327,275,0,0
6753600,4327,275,0,0
6757200,4230,275,94,3
6760800,4158,270,169,5
6764400,4031,270,290,11
6768000,3922,270,391,19
6771600,3840,270,465,27
6775200,3814,270,490,28
6778800,3806,270,498,28
6782400,3805,270,499,28
6786000,3805,270,499,28
6789600,3895,226,456,25
6793200,3981,226,374,21
6796800,4143,226,219,14
6800400,4376,226,0,0
6804000,4376,226,0,0
6807600,4376,226,0,0
6811200,4376,226,0,0
6814800,4376,226,0,0
6818400,4298,304,0,0
6822000,4298,304,0,0
6825600,4298,304,0,0
6829200,4298,304,0,0
6832800,4298,304,0,0
6836400,4298,304,0,0
6840000,4298,304,0,0
6843600,4194,304,101,3
6847200,4166,262,170,4
6850800,4033,262,296,11
6854400,3922,262,402,16
6858000,3830,262,488,22
6861600,3797,262,520,23
6865200,3787,262,530,23
6868800,3786,262,531,23
6872400,3783,262,534,23
6876000,3854,237,490,21
6879600,3940,237,406,19
6883200,4102,237,249,14
6886800,4365,237,0,0
6890400,4365,237,0,0
6894000,4365,237,0,0
6897600,4365,237,0,0
6901200,4365,237,0,0
6904800,4292,310,0,0
6908400,4292,310,0,0
6912000,4292,310,0,0
6915600,4292,310,0,0
6919200,4292,310,0,0
6922800,4292,310,0,0
6926400,4292,310,0,0
6930000,4204,310,82,6
6933600,4140,296,157,9
6937200,3999,296,290,17
6940800,3906,296,383,17
6944400,3808,296,479,19
6948000,3776,296,509,21
6951600,3769,296,514,23
6955200,3769,296,514,23
6958800,3767,296,516,23
6962400,3873,236,473,20
6966000,3959,236,392,15
6969600,4121,236,235,10
6973200,4366,236,0,0
6976800,4366,236,0,0
6980400,4366,236,0,0
6984000,4366,236,0,0
6987600,4366,236,0,0
6991200,4293,309,0,0
6994800,4293,309,0,0
6998400,4293,309,0,0
7002000,4293,309,0,0
7005600,4293,309,0,0
7009200,4293,309,0,0
7012800,4293,309,0,0
7016400,4205,309,84,4
7020000,4164,271,159,8
7023600,4043,271,273,15
7027200,3941,271,373,17
7030800,3834,271,479,18
7034400,3814,271,498,19
7038000,3799,271,511,21
7041600,3798,271,512,21
7045200,3797,271,512,22
7048800,3867,247,468,20
7052400,3953,247,384,18
7056000,4115,247,230,10
7059600,4355,247,0,0
7063200,4355,247,0,0
7066800,4355,247,0,0
7070400,4355,247,0,0
7074000,4355,247,0,0
7077600,4301,301,0,0
7081200,4301,301,0,0
7084800,4301,301,0,0
7088400,4301,301,0,0
7092000,4301,301,0,0
7095600,4301,301,0,0
7099200,4301,301,0,0
7102800,4208,301,92,1
7106400,4157,268,173,4
7110000,4042,268,283,9
7113600,3937,268,383,14
7117200,3857,268,460,17
7120800,3825,268,492,17
7124400,3812,268,505,17
7128000,3811,268,506,17
7131600,3811,268,506,17
7135200,3899,226,460,17
7138800,3985,226,375,16
7142400,4147,226,220,9
7146000,4376,226,0,0
7149600,4376,226,0,0
7153200,4376,226,0,0
7156800,4376,226,0,0
7160400,4376,226,0,0
7164000,4293,309,0,0
7167600,4293,309,0,0
7171200,4293,309,0,0
7174800,4293,309,0,0
7178400,4293,309,0,0
7182000,4293,309,0,0
7185600,4293,309,0,0
7189200,4189,309,101,3
7192800,4133,283,181,5
7196400,4005,283,301,13
7200000,3913,283,386,20
7203600,3829,283,469,21
7207200,3804,283,493,22
7210800,3792,283,505,22
7214400,3790,283,507,22
7218000,3786,283,511,22
7221600,3869,246,469,18
7225200,3955,246,386,15
7228800,4117,246,231,8
7232400,4356,246,0,0
7236000,4356,246,0,0
7239600,4356,246,0,0
7243200,4356,246,0,0
7246800,4356,246,0,0
7250400,4309,293,0,0
7254000,4309,293,0,0
7257600,4309,293,0,0
7261200,4309,293,0,0
7264800,4309,293,0,0
7268400,4309,293,0,0
7272000,4309,293,0,0
7275600,4220,293,85,4
7279200,4165,266,163,8
7282800,4065,266,262,9
7286400,3953,266,371,12
7290000,3875,266,446,15
7293600,3847,266,474,15
7297200,3838,266,482,16
7300800,3837,266,483,16
7304400,3832,266,488,16
7308000,3907,237,444,14
7311600,3993,237,360,12
7315200,4155,237,202,8
7318800,4365,237,0,0
7322400,4365,237,0,0
7326000,4365,237,0,0
7329600,4365,237,0,0
7333200,4365,237,0,0
7336800,4301,301,0,0
7340400,4301,301,0,0
7344000,4301,301,0,0
7347600,4301,301,0,0
7351200,4301,301,0,0
7354800,4301,301,0,0
7358400,4301,301,0,0
7362000,4212,301,83,6
7365600,4183,261,150,8
7369200,4053,261,273,15
7372800,3947,261,376,18
7376400,3866,261,451,24
7380000,3841,261,476,24
7383600,3825,261,489,27
7387200,3825,261,489,27
7390800,3820,261,494,27
7394400,3906,221,448,27
7398000,3992,221,365,24
7401600,4154,221,215,12
7405200,4381,221,0,0
7408800,4381,221,0,0
7412400,4381,221,0,0
7416000,4381,221,0,0
7419600,4381,221,0,0
7423200,4288,314,0,0
7426800,4288,314,0,0
7430400,4287,314,0,0
7434000,4287,314,0,0
7437600,4287,314,0,0
7441200,4287,314,0,0
7444800,4287,314,0,0
7448400,4184,314,99,4
7452000,4140,280,175,6
7455600,4025,280,283,13
7459200,3932,280,373,16
7462800,3850,280,448,23
7466400,3822,280,476,23
7470000,3815,280,482,24
7473600,3814,280,483,24
7477200,3810,280,487,24
7480800,3901,235,444,21
7484400,3987,235,360,19
7488000,4149,235,207,10
7491600,4366,235,0,0
7495200,4366,235,0,0
7498800,4366,235,0,0
7502400,4366,235,0,0
7506000,4366,235,0,0
7509600,4308,293,0,0
7513200,4308,293,0,0
7516800,4308,293,0,0
7520400,4308,293,0,0
7524000,4308,293,0,0
7527600,4308,293,0,0
7531200,4308,293,0,0
7534800,4223,293,83,2
7538400,4165,268,161,7
7542000,4052,268,270,11
7545600,3934,268,384,15
7549200,3853,268,463,17
7552800,3820,268,495,18
7556400,3812,268,503,18
7560000,3811,268,504,18
7563600,3808,268,507,18
7567200,3901,221,462,17
7570800,3987,221,377,16
7574400,4149,221,221,10
7578000,4380,221,0,0
7581600,4380,221,0,0
7585200,4380,221,0,0
7588800,4380,221,0,0
7592400,4380,221,0,0
7596000,4320,281,0,0
7599600,4320,281,0,0
7603200,4320,281,0,0
7606800,4320,281,0,0
7610400,4320,281,0,0
7614000,4320,281,0,0
7617600,4320,281,0,0
7621200,4243,281,74,3
7624800,4180,275,141,5
7628400,4073,275,242,11
7632000,3974,275,335,17
7635600,3885,275,422,19
7639200,3860,275,446,20
7642800,3847,275,457,22
7646400,3846,275,458,22
7650000,3844,275,460,22
7653600,3916,249,416,20
7657200,4002,249,331,19
7660800,4164,249,179,9
7664400,4352,249,0,0
7668000,4352,249,0,0
7671600,4352,249,0,0
7675200,4352,249,0,0
7678800,4352,249,0,0
7682400,4316,285,0,0
7686000,4316,285,0,0
7689600,4316,285,0,0
7693200,4316,285,0,0
7696800,4316,285,0,0
7700400,4316,285,0,0
7704000,4316,285,0,0
7707600,4238,285,77,1
7711200,4169,282,149,1
7714800,4052,282,262,5
7718400,3942,282,365,12
7722000,3869,282,436,14
7725600,3824,282,481,14
7729200,3816,282,489,14
7732800,3816,282,489,14
7736400,3814,282,491,14
7740000,3905,237,447,12
7743600,3991,237,365,8
7747200,4153,237,204,7
7750800,4364,237,0,0
7754400,4364,237,0,0
7758000,4364,237,0,0
7761600,4364,237,0,0
7765200,4364,237,0,0
7768800,4314,287,0,0
7772400,4314,287,0,0
